# Lambda	ivar
1.531195205865764	3.2349193880897124e-07
1.5312249294980258	3.242604735457548e-07
1.5312546531302875	3.2688625167637867e-07
1.5312843767625492	3.3047384564146715e-07
1.531314100394811	3.3301224149899295e-07
1.5313438240270725	3.360205127331769e-07
1.5313735476593344	3.375766395714938e-07
1.531403271291596	3.3285717658877467e-07
1.5314329949238579	3.261336232229801e-07
1.5314627185561194	3.2242435817641984e-07
1.531492442188381	3.2105332084830864e-07
1.5315221658206428	3.2050282880813146e-07
1.5315518894529045	3.20289848061633e-07
1.5315816130851663	3.2032218413034363e-07
1.531611336717428	3.206992987285286e-07
1.5316410603496895	3.2119432822271906e-07
1.5316707839819514	3.209018726953383e-07
1.531700507614213	3.199531969110638e-07
1.531730231246475	3.193310677198988e-07
1.5317599548787364	3.191005287674838e-07
1.5317896785109981	3.1888248923196303e-07
1.5318194021432598	3.1867602995039906e-07
1.5318491257755216	3.1867641086131995e-07
1.5318788494077833	3.191215950596737e-07
1.531908573040045	3.2019319517258064e-07
1.5319382966723065	3.21054459600463e-07
1.5319680203045685	3.203423362086107e-07
1.53199774393683	3.187077875732585e-07
1.532027467569092	3.1759175953892196e-07
1.5320571912013534	3.171305324829102e-07
1.5320869148336151	3.169834190616943e-07
1.5321166384658769	3.1698687197795006e-07
1.5321463620981386	3.170008903233239e-07
1.5321760857304003	3.1715078239675847e-07
1.532205809362662	3.1797566224826555e-07
1.5322355329949235	3.1896230650730385e-07
1.5322652566271855	3.184896386515112e-07
1.532294980259447	3.170108061338808e-07
1.532324703891709	3.160828654511041e-07
1.5323544275239704	3.158321528389052e-07
1.5323841511562322	3.1581405567890846e-07
1.532413874788494	3.157255241837373e-07
1.5324435984207556	3.154856543062822e-07
1.5324733220530173	3.1553286860835547e-07
1.532503045685279	3.166425336073728e-07
1.5325327693175406	3.182799415076764e-07
1.5325624929498025	3.1825660006582944e-07
1.532592216582064	3.166853751546665e-07
1.532621940214326	3.153474039919172e-07
1.5326516638465875	3.144595154286333e-07
1.5326813874788492	3.139554314667042e-07
1.532711111111111	3.1385373198559023e-07
1.5327408347433726	3.1396445973242363e-07
1.5327705583756344	3.1423116090742836e-07
1.532800282007896	3.151688993438325e-07
1.5328300056401578	3.1692430675014245e-07
1.5328597292724195	3.172630493737167e-07
1.532889452904681	3.1527547841866457e-07
1.532919176536943	3.1347531398092907e-07
1.5329489001692045	3.1285455542868137e-07
1.5329786238014664	3.1271241087331046e-07
1.533008347433728	3.1251466090656687e-07
1.5330380710659897	3.121975856914355e-07
1.5330677946982514	3.1209886535522456e-07
1.533097518330513	3.128608593960783e-07
1.5331272419627748	3.150435412410435e-07
1.5331569655950366	3.167894055797011e-07
1.533186689227298	3.1540225230892143e-07
1.53321641285956	3.1265269524842324e-07
1.5332461364918215	3.110604675703635e-07
1.5332758601240835	3.1057126807427256e-07
1.533305583756345	3.105504988354908e-07
1.5333353073886067	3.1054776810496336e-07
1.5333650310208684	3.103921913555526e-07
1.5333947546531301	3.1063773033335316e-07
1.5334244782853919	3.124023421349543e-07
1.5334542019176536	3.152470310324397e-07
1.533483925549915	3.1552567269161854e-07
1.533513649182177	3.1255603788963083e-07
1.5335433728144385	3.100388505508422e-07
1.5335730964467005	3.091590344280293e-07
1.533602820078962	3.0895354161290955e-07
1.5336325437112237	3.088270969680911e-07
1.5336622673434854	3.087589722224736e-07
1.5336919909757472	3.0891117645885856e-07
1.5337217146080089	3.0987789109652946e-07
1.5337514382402706	3.1261244642284925e-07
1.533781161872532	3.153503453611554e-07
1.533810885504794	3.140573628999565e-07
1.5338406091370556	3.103862507377962e-07
1.5338703327693175	3.08306476038027e-07
1.533900056401579	3.080814436803932e-07
1.5339297800338407	3.090793726483859e-07
1.5339595036661025	3.105213748121067e-07
1.5339892272983642	3.1065990252885706e-07
1.534018950930626	3.0951448921302154e-07
1.5340486745628876	3.09621816092493e-07
1.5340783981951491	3.1244481298661783e-07
1.534108121827411	3.1473226523700895e-07
1.5341378454596726	3.123980847434962e-07
1.5341675690919345	3.0842852411048963e-07
1.534197292724196	3.0633967013441857e-07
1.5342270163564578	3.056872968336294e-07
1.5342567399887195	3.054603507374886e-07
1.5342864636209812	3.053439884230011e-07
1.534316187253243	3.052893188217823e-07
1.5343459108855046	3.055827886904145e-07
1.5343756345177662	3.073417219465437e-07
1.534405358150028	3.112175020287244e-07
1.5344350817822896	3.1356861342310605e-07
1.5344648054145515	3.107440722176368e-07
1.534494529046813	3.0659441043572736e-07
1.5345242526790748	3.046480446820819e-07
1.5345539763113365	3.0421637355066796e-07
1.5345836999435982	3.041608440769748e-07
1.53461342357586	3.0403320968521513e-07
1.5346431472081217	3.037714679239767e-07
1.5346728708403832	3.0380902861862505e-07
1.5347025944726451	3.05361797066541e-07
1.5347323181049066	3.0930462268481426e-07
1.5347620417371686	3.1213530999178576e-07
1.53479176536943	3.0950833973281477e-07
1.534821489001692	3.051214862034639e-07
1.5348512126339535	3.0301776206528925e-07
1.5348809362662152	3.0258310506551936e-07
1.534910659898477	3.02842237332739e-07
1.5349403835307387	3.0388240815971007e-07
1.5349701071630004	3.0521196516972984e-07
1.5349998307952621	3.052869441255884e-07
1.5350295544275236	3.0510778062971437e-07
1.5350592780597856	3.0776500114396196e-07
1.535089001692047	3.1174478290176207e-07
1.535118725324309	3.120012667027705e-07
1.5351484489565705	3.095599176019473e-07
1.5351781725888323	3.067697982216744e-07
1.535207896221094	3.0379393557433877e-07
1.5352376198533557	3.019244902479313e-07
1.5352673434856174	3.012423172516224e-07
1.5352970671178792	3.008158890861505e-07
1.5353267907501407	3.005319698711845e-07
1.5353565143824026	3.010679154371816e-07
1.5353862380146641	3.0369258443327804e-07
1.535415961646926	3.077289203945623e-07
1.5354456852791876	3.081114970237213e-07
1.5354754089114493	3.039445106570467e-07
1.535505132543711	3.003993775606218e-07
1.5355348561759727	2.990699844181917e-07
1.5355645798082345	2.986837856560027e-07
1.5355943034404962	2.9850994558623384e-07
1.5356240270727577	2.983825409035375e-07
1.5356537507050196	2.983353430296735e-07
1.5356834743372811	2.987197845748389e-07
1.535713197969543	3.0067831810321176e-07
1.5357429216018046	3.0522078167941953e-07
1.5357726452340663	3.0888526545594326e-07
1.535802368866328	3.065543463297601e-07
1.5358320924985898	3.0151386232500785e-07
1.5358618161308515	2.9856688911828397e-07
1.5358915397631132	2.9753668091029183e-07
1.5359212633953747	2.97262460262021e-07
1.5359509870276367	2.972497301803836e-07
1.5359807106598982	2.9727813646474764e-07
1.53601043429216	2.9732399317015923e-07
1.5360401579244216	2.9772592851279703e-07
1.5360698815566833	2.996746997664304e-07
1.536099605188945	3.031518355579853e-07
1.5361293288212068	3.0401796240885524e-07
1.5361590524534685	3.0066238809613054e-07
1.5361887760857302	2.9739324429760403e-07
1.5362184997179917	2.961904918344645e-07
1.5362482233502537	2.9628527396554945e-07
1.5362779469825152	2.9672337503431467e-07
1.5363076706147771	2.964175435908677e-07
1.5363373942470386	2.9549800084368787e-07
1.5363671178793004	2.9496523334944516e-07
1.536396841511562	2.9534977500846936e-07
1.5364265651438238	2.9731114339312644e-07
1.5364562887760855	3.000801103589736e-07
1.5364860124083473	3.0008714760951947e-07
1.536515736040609	2.971604114345759e-07
1.5365454596728707	2.9485242279238526e-07
1.5365751833051322	2.9396830275694005e-07
1.5366049069373942	2.936235579235545e-07
1.5366346305696557	2.934681555380098e-07
1.5366643542019176	2.9346882978974e-07
1.536694077834179	2.9367105002615855e-07
1.5367238014664408	2.9420331041507607e-07
1.5367535250987026	2.950074437205899e-07
1.5367832487309643	2.9620667140022214e-07
1.536812972363226	2.975264345332009e-07
1.5368426959954877	2.9691470298153176e-07
1.5368724196277492	2.94489765664968e-07
1.5369021432600112	2.927229110128191e-07
1.5369318668922727	2.920637383137563e-07
1.5369615905245346	2.9183693566897195e-07
1.5369913141567961	2.9174113367363326e-07
1.5370210377890579	2.917240532157505e-07
1.5370507614213196	2.9183329821643374e-07
1.5370804850535813	2.9235578458372954e-07
1.537110208685843	2.9414539277944775e-07
1.5371399323181048	2.9765998364105716e-07
1.5371696559503663	3.0009334640140415e-07
1.5371993795826282	2.980506969132459e-07
1.5372291032148897	2.939673314996656e-07
1.5372588268471516	2.9144870429984817e-07
1.5372885504794132	2.9050792215458987e-07
1.5373182741116749	2.901371428707726e-07
1.5373479977439366	2.8992596881656193e-07
1.5373777213761983	2.8980120677714907e-07
1.53740744500846	2.8972648785460707e-07
1.5374371686407218	2.896143735275212e-07
1.5374668922729833	2.8950913238819634e-07
1.5374966159052452	2.896245919354079e-07
1.5375263395375067	2.9002774533966094e-07
1.5375560631697687	2.904466155315083e-07
1.5375857868020302	2.9084300325786834e-07
1.537615510434292	2.9105375528468017e-07
1.5376452340665536	2.9035307637822037e-07
1.5376749576988153	2.8917914756470355e-07
1.537704681331077	2.8842566690891844e-07
1.5377344049633388	2.8809560103950823e-07
1.5377641285956005	2.879344253449077e-07
1.5377938522278622	2.878407227607338e-07
1.5378235758601237	2.8773325261257353e-07
1.5378532994923857	2.875571976156812e-07
1.5378830231246472	2.873733526466379e-07
1.537912746756909	2.872290579702625e-07
1.5379424703891706	2.870954191230086e-07
1.5379721940214324	2.869686592066988e-07
1.538001917653694	2.868977633607283e-07
1.5380316412859558	2.870298387323084e-07
1.5380613649182175	2.8761358798669085e-07
1.5380910885504793	2.883060245378848e-07
1.538120812182741	2.88036542972934e-07
1.5381505358150027	2.869757299082452e-07
1.5381802594472642	2.8620239310976875e-07
1.538209983079526	2.858796516738583e-07
1.5382397067117877	2.8574807837846373e-07
1.5382694303440494	2.857102378661064e-07
1.5382991539763111	2.8569084892821446e-07
1.5383288776085728	2.855736910451798e-07
1.5383586012408346	2.853916415234076e-07
1.5383883248730963	2.853608846346873e-07
1.538418048505358	2.8593818301226367e-07
1.5384477721376197	2.8742744380955265e-07
1.5384774957698812	2.884164482086331e-07
1.5385072194021432	2.873119398507982e-07
1.5385369430344047	2.8554044678296716e-07
1.5385666666666664	2.8463059218589144e-07
1.5385963902989281	2.8437131894050585e-07
1.5386261139311899	2.843108672156293e-07
1.5386558375634516	2.842728449868386e-07
1.5386855611957133	2.841473877275083e-07
1.538715284827975	2.838847139917925e-07
1.5387450084602368	2.83663284007763e-07
1.5387747320924985	2.8384063651357996e-07
1.5388044557247602	2.8508396746692723e-07
1.5388341793570217	2.8738857651545375e-07
1.5388639029892834	2.8817756054237893e-07
1.5388936266215452	2.8608766467794366e-07
1.5389233502538069	2.8380573371464776e-07
1.5389530738860686	2.828082077799243e-07
1.5389827975183303	2.8248258525080654e-07
1.539012521150592	2.823309949485015e-07
1.5390422447828538	2.8224476806973035e-07
1.5390719684151155	2.8226603340459244e-07
1.5391016920473772	2.8263485687322095e-07
1.539131415679639	2.836819892991005e-07
1.5391611393119005	2.8516837188207896e-07
1.5391908629441622	2.869113801572663e-07
1.539220586576424	2.8938445481805947e-07
1.5392503102086856	2.901933645430239e-07
1.5392800338409474	2.874445996373074e-07
1.539309757473209	2.8407839850817e-07
1.5393394811054708	2.8206195096662416e-07
1.5393692047377325	2.8113455961481606e-07
1.5393989283699943	2.8074087809268157e-07
1.539428652002256	2.805615077856848e-07
1.5394583756345175	2.8050349635495957e-07
1.5394880992667792	2.805448786511568e-07
1.539517822899041	2.8067054703634095e-07
1.5395475465313027	2.8117593029446093e-07
1.5395772701635644	2.830141424310171e-07
1.539606993795826	2.861577239822317e-07
1.5396367174280878	2.869559003338654e-07
1.5396664410603496	2.8384319619983226e-07
1.5396961646926113	2.807669072845131e-07
1.539725888324873	2.7951919385539395e-07
1.5397556119571345	2.7913640829609407e-07
1.5397853355893965	2.789388216894418e-07
1.539815059221658	2.787901596799654e-07
1.5398447828539197	2.7871330267721814e-07
1.5398745064861814	2.7869947973784404e-07
1.5399042301184431	2.786882344354665e-07
1.5399339537507049	2.789371237251027e-07
1.5399636773829666	2.8051465055014795e-07
1.5399934010152283	2.8396699694431614e-07
1.54002312464749	2.8591289371826606e-07
1.5400528482797515	2.83286322549135e-07
1.5400825719120135	2.797494927924485e-07
1.540112295544275	2.781574567907495e-07
1.540142019176537	2.7773632079871235e-07
1.5401717428087984	2.7761659664088096e-07
1.5402014664410602	2.775563790354756e-07
1.5402311900733219	2.774994321160682e-07
1.5402609137055836	2.7744424055088e-07
1.5402906373378453	2.7745912383123117e-07
1.540320360970107	2.777582775750367e-07
1.5403500846023688	2.790208754047433e-07
1.5403798082346305	2.8219718279396397e-07
1.540409531866892	2.852980701781439e-07
1.540439255499154	2.839485976008012e-07
1.5404689791314155	2.8001498207070406e-07
1.5404987027636772	2.776918295399677e-07
1.540528426395939	2.7699468158894935e-07
1.5405581500282006	2.7680974487444614e-07
1.5405878736604623	2.767458187492995e-07
1.540617597292724	2.7677611863442754e-07
1.5406473209249858	2.7693726920095013e-07
1.5406770445572475	2.7708762545013143e-07
1.540706768189509	2.7707069515395286e-07
1.540736491821771	2.7738364632889543e-07
1.5407662154540325	2.7934513080738433e-07
1.5407959390862944	2.829869221092666e-07
1.540825662718556	2.8417882234167044e-07
1.5408553863508176	2.80985702369163e-07
1.5408851099830794	2.777053906401538e-07
1.540914833615341	2.7645223606032016e-07
1.5409445572476028	2.762775917502002e-07
1.5409742808798645	2.763827096584264e-07
1.541004004512126	2.7635712762765245e-07
1.541033728144388	2.761250762866011e-07
1.5410634517766495	2.7591455869822737e-07
1.5410931754089114	2.7586243698252193e-07
1.541122899041173	2.760792806394908e-07
1.5411526226734347	2.770667489858563e-07
1.5411823463056964	2.797754248093603e-07
1.5412120699379581	2.8296694643026286e-07
1.5412417935702198	2.824950477894486e-07
1.5412715172024816	2.7903407313894446e-07
1.541301240834743	2.7656743609294737e-07
1.541330964467005	2.7559646285998216e-07
1.5413606880992665	2.7520452635964244e-07
1.5413904117315285	2.750144043755268e-07
1.54142013536379	2.7491083675025925e-07
1.5414498589960517	2.748446113405976e-07
1.5414795826283134	2.748038012466767e-07
